text,text_preprocessed,label
barang sesuai diskripsi... kulit muka jd bersih lembut d halus... rekomen bwt cowok mantabs,barang sesuai skripsi kulit muka jd bersih lembut halus rekomen bwt cowok mantabs,positive
bagusssssss sekalaaaaaaaaaaaaa uuhuy.,bagusssssss sekalaaaaaaaaaaaaa uuhuy,positive
"RAMnya gabisa di pakai walau udh minta tuker 2x, giliran dimintain refund susah banget, jangan mau beli disini pokoknya ga recommend banget, hati hatii sama RAM palsu",ram gabisa pakai udh tuker 2x gilir dimintain refund susah banget beli pokok recommend banget hati hati ram palsu,negative
"bahannya sih bagus , sesuai pesanan mudah�an muat ya soalnya buat kado, trmksh ??",bahan bagus sesuai pesan mudah an muat kado trmksh,positive
"Cepet nyampe karena pake yg kiriman sehari, mic nya ga bsa dpake. Chat ke penjualnya, bilang nya itu cuma bonusan.. so.. emang klo bonusan harus dkasi yg rusak..",cepet nyampe pake kirim hari mic bsa dpake chat jual bilang bonus so emang klo bonus dkasi rusak,negative
Menurut saya barangnha kurang bagus. Sorry banget ya biasa belanja disini barangnya bagus bngt tp untuk ini kurang. Celana ini sering banget aku pake karena enak dan nyaman dan seminggu aku cuci 1x tapi bahannya jadi jelek. Gampang robek dan jadi kayak digambar ini,barangnha bagus sorry banget belanja barang bagus bngt tp celana banget pake enak nyaman minggu cuci 1x bahan jelek gampang robek kayak gambar,negative
"seneng liat mukenanya dtg, tp jd sedih lihat tasnya, tas rusak kok dijual",neng liat mukena dtg tp jd sedih lihat tas tas rusak jual,negative
Tidak sesuai dengan foto,sesuai foto,negative
"pelayanan mantap...langsung kirim dan sampainya cepet banget,packingnya juga ok banget??????",layan mantaplangsung kirim sampai cepet bangetpackingnya banget,positive
barang sudah diterima dan berfungsi dengan baik. terima kasih,barang terima fungsi terima kasih,positive
"Pengiriman cepat, datang sesuai pesanan dan dibungkus dengan rapi. Terima kasih y barang sdh diterima dgn baik.",kirim cepat sesuai pesan bungkus rapi terima kasih barang sdh terima,positive
Tak sesuai gambar. ini gada dijahit cuman disambung pake obras. bahannya tipis. kecewa,sesuai gambar gada jahit cuman sambung pake obras bahan tipis kecewa,negative
Tiap kali beli barang selalu research dulu. This one bener-bener top dibanding yg lain. Ada harga = ada kualitas. Pernah beli yg 20k dan cepet bgt rusak and slip. Kl yg ini solid and the best. Thanks gan.,kali beli barang research this one benerbener top banding harga kualitas beli 20k cepet bgt rusak and slip kl solid and the best thanks gan,positive
"pesan dari kota tangerang tiba2 dikirim dari toko cabang, hadiah tidak ada...uda komplain dan banding tanggapan tokopedia n official store tidak baik, belanja ditoko online lain ga pernah trik ky gini, uda salah ga mau ngaku salah...pas cekout uda ulang2 diliat bener ini kirim dari kota tangerang, sudah screenshot juga itu yg dibeli, saya juga bisa liat mana yg toko cabang mana yg dari tangerang, hati-hati utk pembeli lain jangan sampai ada yg kena ky saya...",pesan kota tangerang tiba2 kirim toko cabang hadiah adauda komplain banding tanggap tokopedia official store belanja toko online trik ky gin uda salah ngaku salahpas cekout uda ulang2 liat bener kirim kota tangerang screenshot beli liat toko cabang tangerang hatihati utk beli kena ky,negative
"Boleh murah tp jangan murahan. Produk masih banyak reject nya. Jahitan berantakan, sol banyak longgar dan tidak rapih. Pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. Packaging tidak rapih. Anehnya foto tidak bisa di upload",murah tp murah produk reject jahit beranta sol longgar rapih kirim reschedule pending suka hati jual alas packaging rapih aneh foto upload,negative
"Sory yah pesanan ga sesuai, minta XXL di deskrisi Lebar 50 Panjang 75. Yg datang lebar 43 panjang 60 nda muat boss..",sory yah pesan sesuai xxl deskrisi lebar 50 75 lebar 43 60 nda muat boss,negative
mantap langsung sampai ??????,mantap langsung,positive
"botolnya kurang proper, mudah sekali tumpah",botol proper mudah tumpah,negative
Ujungnya bompel mungkin kebentur pas ekspedisi. Saran: packaging seharusnya yg lebih aman utk barang mudah pecah.,ujung bompel bentur pas ekspedisi saran packaging aman utk barang mudah pecah,negative
"kualitas dan bahanya sangat bagus,,??????",kualitas bahanya bagus,positive
"barang bagus cm ternyata kecil gk seperti yg di bayangin, tp anak q suka, cm yg kecewa kabel chargernya gk ada",barang bagus cm gk bayangin tp anak suka cm kecewa kabel chargernya gk,positive
bahannya terlalu tipis,bahan tipis,negative
Diterima dengan baik dalam bungkusan yang rapi. Sekarang jadi strap masker favorit,terima bungkus rapi strap masker favorit,positive
"kantong sampahnya tebel, ga bocor, ga rembes. kualitas oke banget. saya selalu beli disini.",kantong sampah tebel bocor rembes kualitas oke banget beli,positive
"baru pake 3 hari udh berulah, susah hidup, kadang hang, frezee blank saat lagi on komputer. minta di ganti gk di respon trs buat apa embel2 garansi lifetime? not recommended",pake udh ulah susah hidup kadang hang frezee blank on komputer ganti gk respon trs embel2 garansi lifetime not recommended,negative
"mati sebelah , kecewa pedahal udah kek percaya",mati belah kecewa pedahal udah kek percaya,negative
Quality barang jelek. baut lepas terus,quality barang jelek baut lepas,negative
"Awet banget ni strap nya, enak juga tebel, jadi ga takut putus",awet banget ni strap enak tebel takut putus,positive
"Yg dipesan & yg dtg barangnya beda, ga ada konfirmasi, mau retur juga mahal di ongkos, Sudah lah",pes dtg barang beda konfirmasi retur mahal ongkos,negative
"lumayan lah, buat pemanasan",lumayan panas,positive
setelah dipakai selama beberapa hari suara menjadi tidak jelas apakah produk ini ori? saya liat di sarung seruling itu bukan made in indonesia tetapi di serulingnya itu made in indonesia apa itu yamaha kw?,pakai suara produk ori liat sarung seruling made in indonesia seruling made in indonesia yamaha kw,negative
baaaaaaggggggggguuuuuuuuuuuuuuussssssssssssssssss,baaaaaaggggggggguuuuuuuuuuuuuuussssssssssssssssss,positive
barang sudah sampai sesui dengan pesana,barang sesui sana,positive
"Gak rapih bgt dalemnya, kayak gak di QC atau ntah karena diskon jadi barang yang agak rusak. Cukup kecewa sih",rapih bgt dalem kayak qc ntah diskon barang rusak kecewa,negative
"HArga terjangkau. Rekomended. warna sesuai. pengiriman cepat cm 2hari sampe fast respon dr seller, kondisi barang utuh bagus warna nya cantikk banget kurirnya jg baik.. nelp smpe 4x mastiin alamatnya... tq seller fotonya gada.. adanya video. jdi aku ss dr video..",harga jangkau rekomended warna sesuai kirim cepat cm 2hari sampe fast respon seller kondisi barang utuh bagus warna cantikk banget kurir jg nelp smpe 4x mastiin alamat tq seller foto gada video jdi ss video,positive
"rasanya, Hambaaarrrrrrr",hambaaarrrrrrr,negative
parah amat..d kirimnya baju bekas. klo mau jualan yg bener bu,parah amatd kirim baju bekas klo jual bener bu,negative
Kecewa sih pas dibuka ada bagian yg rusak. entah ketika pengiriman utau memang kondisi bukunya.,kecewa pas buka rusak kirim utau kondisi buku,negative
anak saya suka ??. Aman untuk si kecil!.,anak suka aman si,positive
Respon penjual sangat jelek ditanyain hari ni besok baru balas,respon jual jelek ditanyain ni besok balas,negative
"Produk ini, chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling kata-kata aslinya. Pembeli harap perhatikan Teman-teman, tolong beri perhatian khusus",produk chip dalam daur ulang pasang giling katakata asli beli harap perhati temanteman perhati khusus,negative
barang asli nya tak seindah yg difoto:(,barang asli indah foto,negative
dipaksa beli. setelah checkout hati2 saja sama toko ini.,paksa beli checkout hati2 toko,negative
kecewa bagt. barang yg di kirim tidak sesuai. masih kurang 3 lagi. padahal uda langganan ko malah kecewain gitu...uda komplin ko malah ga respon ya..,kecewa bagt barang kirim sesuai uda langgan ko kecewain gituuda komplin ko respon,negative
service mengecewakan. lama pengiriman...,service kecewa kirim,negative
ga kerekam suaranya,rekam suara,negative
"Barang lusuh seperti barang bekas, terdapat cacat pada bodi, serta segel original tidak ada, padahal beli pada agen online resminya. Kecewa juga",barang lusuh barang bekas cacat bodi segel original beli agen online resmi kecewa,negative
"paket sdh sy terima, belum dicoba smg anak sy suka, semoga berfungsi dan awet, makasih ya kak",paket sdh sy terima coba smg anak sy suka moga fungsi awet makasih kak,positive
bagus dan sesuai pesanan,bagus sesuai pesan,positive
barang udah nyampe ..makasih broo,barang udah nyampe makasih broo,positive
Terima kasih sudah dibookingkan di sini. Pengalamannya baik semua. Lancar dan dapat kamar bagus.,terima kasih dibookingkan alam lancar kamar bagus,positive
sudah ke 2x beli disini .. barangnya asli dan penjualnya baik sekali .. terima kasih kak .. ????,2x beli barang asli jual terima kasih kak,positive
"sesuai dengan harga dan yg paling penting pelayanan cepat bagi saya yg dropshiper sangat terbantu, terima kasih ka",sesuai harga layan cepat dropshiper bantu terima kasih ka,positive
Nyaman di kulit. Kulit jadi glowing ?. Penjualnya ramah banget. Packaging simpel. Packaging aman ??.,nyaman kulit kulit glowing jual ramah banget packaging simpel packaging aman,positive
"Parah bener gan barangnya.. melenceng jauh dari alat yg merk lain. tempat baterai sudah berkarat. karena murah jadi ya masih cukup kl bintang 2. no komplain, mahal di ongkir baliknya. anggep saja apes.",parah bener gan barang lenceng alat merk baterai karat murah kl bintang no komplain mahal ongkir balik anggep apes,negative
Diphoto ada penjepit buka tutup ..pas dikirim nggak ada,diphoto jepit buka tutup pas kirim,negative
"Produk tidak berfungsi baik, toko gak amanah, malah pembeli disuruh balikkin produk lagi buang ongkir aza 2x !! Toko gak baik!! Jangan beli disini!!",produk fungsi toko amanah beli suruh balikkin produk buang ongkir aza 2x toko beli,negative
ini enak bgt di pakai setelah caesar. di pakai saat duduk jg nyaman tidak bikin sakit. rekomen pokok nya.,enak bgt pakai caesar pakai duduk jg nyaman bikin sakit rekomen pokok,positive
"AIRO ini punya customer service yang super duper bagus, kapanpun saya punya pertanyaan, mereka selalu jawab dengan okey! Produknya pun bagus! Puas banget! Love AIRO??",airo customer service super duper bagus okey produk bagus puas banget love airo,positive
barangnya bagus banget. semoga aweet. kalo aweet gua bakalan beli lagi dimari buat cadangaan,barang bagus banget moga aweet aweet gua beli mari cadangaan,positive
"kualitasnya parah, keteken langsung pecah",kualitas parah teken langsung pecah,negative
kecewa barang tdk lengkap tdk ada holder U mohon dipetiksa sbelum.kirim anak saya nangis dan marah,kecewa barang tdk lengkap tdk holder mohon dipetiksa sbelumkirim anak nang marah,negative
Mudah digunakan. Suara yang dihasilkan jernih. Produk berfungsi dengan baik.,mudah suara hasil jernih produk fungsi,positive
"packing gak aman, cuma dus tipis doang, gak pake paper tube, alhasil penyok2, ngebekas digambar berkerut2 fotonya, pertama kali nyoba cetak disini dan alhasil SANGAT KECEWA.",packing aman dus tipis doang pake paper tube alhasil penyok2 ngebekas gambar berkerut2 foto kali nyoba cetak alhasil kecewa,negative
"agak kecewa karena ga sesuai ekspektasi gambar yg tangkainya begitu bening dan nampak kuat, cuma 3 yg bener ukuran skitar 38cm, yg 4 lainya sambungan.",kecewa sesuai ekspektasi gambar tangkai bening nampak kuat bener ukur skitar 38cm lai sambung,negative
makasih ya. barang sesuai pesanan lgsung cek certieye nya. packingnya mashaAllah rapi bener Dan safety. semoga sukses selalu.,makasih barang sesuai pesan lgsung cek certieye packingnya mashaallah rapi bener safety moga sukses,positive
Produk dan Layanan Bagus serta terpercaya,produk layan bagus percaya,positive
barang tdk diterima. pengembalian dana tdk diterima. dan saya disuruh urus sendiri ke toped.,barang tdk terima kembali dana tdk terima suruh urus toped,negative
"kemasan rapih,pengiriman cepat,semoga cocok",kemas rapihpengiriman cepatsemoga cocok,positive
no comment deh. udh berkali kali beli cat ini. TOP BGT,no comment deh udh kali kali beli cat top bgt,positive
Berfungsi dengan baik.,fungsi,positive
Sangat presisi dan pas,presisi pas,positive
"maaf nih, wanginya kaya body lotion citra, malahan masih lebih wangi body lotion ?? emang sih harga murah, tapi menurut saya tetep ga worthed",maaf wangi kaya body lotion citra wangi body lotion emang harga murah tetep worthed,negative
"lampu nya mengecewakan, tdak nyala semua",lampu kecewa tdak nyala,negative
cuco meong pokoknya????????,cuco meong pokok,positive
"Sampai rumah, pas bungkus paket dibuka semua bungkus kertas sudah terbuka, kertas2 banyak yg rusak dan kotor. Sangat tidak recommended",rumah pas bungkus paket buka bungkus kertas buka kertas2 rusak kotor recommended,negative
"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya udah utk pelajaran aja utk yg mau beli",beli 10pcs rusak bentuk toko dalih udah utk ajar utk beli,negative
"suka....anak jd seneng meronce.sesuai pesenanya,barangnya jg bagus. mksh",sukaanak jd neng meroncesesuai pesenanyabarangnya jg bagus mksh,positive
"cara bungkus nya hanya pakai plastik tipis saja. dan dililit pakai lakban bening, di buka pake tangan tidak bisa, pas pake gunting, sajadah ikut ke gunting karena bungkus nya tipis.",bungkus pakai plastik tipis lilit pakai lakban bening buka pake tangan pas pake gunting sajadah gunting bungkus tipis,negative
"pesan 50 yg datang 47, karung sbagian banyak yg bolong ga bisa buat beras lagi.",pesan 50 47 karung sbagian bolong beras,negative
"sdh order ke 3, harga murah, pengemasan super aman, tidak pernah ada yg rusak sy terima",sdh order harga murah emas super aman rusak sy terima,positive
"pecah gagang, seller ga mau tanggung jawab sampe akhirnya tokopedia yang memutuskan bisa direfund",pecah gagang seller tanggung sampe tokopedia putus direfund,negative
"Bau makanan tidak nyaman, dan rasa tidak enak.",bau makan nyaman enak,negative
Alhamdulillah untuk pengiriman yang kedua tidak pecah dan aman sampai tujuan ????,alhamdulillah kirim pecah aman tuju,positive
"pengiriman cepat, barang bagus packing rapi, terimakasih",kirim cepat barang bagus packing rapi terimakasih,positive
tenyata gak bagus utk kucing jantan di saluran urine nya ... hati2,tenyata bagus utk kucing jantan salur urine hati2,negative
tdk sesuai gbr/deskripsi,tdk sesuai gbrdeskripsi,negative
"kualitas produk sangat mengecewakan, bahan yang di gunakan tipis..barang datang dengan keadaan begitu dan tidak di ganti baru.",kualitas produk kecewa bahan tipisbarang ganti,negative
"Waaah seneng bgt beli peralatan tulis di Joyko, lengkaaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya ???",waaah neng bgt beli alat tulis joyko lengkaaap barang bagus harga jangkau sellernya fast respon anak2 happy top deh pokok,positive
"tokonya tidak sportif, tidak koperatif pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi tidak bertanggung jawab di chat lewat Tokped ataupun WA tapi tanggapannya muter muter doang kebanyakan basa basi padahal tidak mau bertanggung jawab lu makan tuh uang ***** buat **** istri lu hati hati dengan toko ini",toko sportif koperatif alam buruk belanja toko barang cacat aju keluh tanggung chat tokped wa tanggap muter muter doang banyak basa basi tanggung lu makan tuh uang istri lu hati hati toko,negative
