content,label
sesuai deskripsi Aman buat kulit bayi. Melembabkan kulit bayi. Nggak memicu alergi. Nggak lengket.,Positive
murah...cepat...sesuai...,Positive
Sekian kalinya beli di tuang coffee...terbaaiikk,Positive
"Barang tidak di kirim sampai sekarang, respon penjual payah dan mengecewakan, bikin kapok, kalau barang nggak ada tolong uang ku di kembalikan",Negative
semua mengecewakan,Negative
baru dipasang sdh tdk berfungsi,Negative
"barang yg di datang tdk sesuai pesanan, proses komplain sangat lma dan berbelit belit",Negative
"minta size 43 yg dikirim size 44, kebesaran gk bs saya pakai,bagaimna?",Negative
"Barang pertama yang pertama pesan sama2 leging dengan kode item yang sama. Tapi kedua kalinya saya pesan barang berbeda, bahan berbeda. Kecewa sekali",Negative
"ngga bs charging sama sekali. boro2 fast charging. kecewa. udah pake kepala charger semia ngga bs charging, colok ke laptop yg ngga koneksi atau charging",Negative
makasihhhhhhhhhhhhhhhhhhhhhhhhhh,Positive
"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",Negative
"CS ramah dan fast response, produk baik dan lancar digunakan di korea",Positive
"pengiriman cepat, barang bagus semoga awet",Positive
Bagusssssssssssssssssss,Positive
"paket sampai super cepat. barang ori dari official.shop gitu lho. baru akan digunakan hari ini. kalo ada hasilnya, aku pesan lagi.",Positive
harga terbaik.. ada cashback.. adminnya cepat responnya. makasih banyak,Positive
"Kainnya lembut dan stretchy. Ada hooknya yang bisa ditarik jadi kalau celana kegedean, masih bisa disesuaikan dengan ukuran perut yg sekarang. Ini all size dan pas banget. Bahannya juga tebal, jadi dipakai ga nerawang.",Positive
"busa tipis ukuran kecil sekali pakai sobek, harga mahal",Negative
Barangnya original ??. Desainnya modern ??.,Positive
"beli 2 jerigen kemasan 5 liter, 1 jerigen ada yg kurang isinya",Negative
MasyaaAllah bagusss muraaahhhh jangan Ragu order mukenah disini asli sd survey bbrp seller offline n online disini murah harganya barang sama dg yg diluaran yg harga mahal��jangan Ragu beli ditoko ini ya ????,Positive
iPad ketiga yang dibeli di seller ini dan selalu memuaskan. Bisa mengakomodir pembelian yang mendadak dan minta dikirim langsung besokannya. Highly recommended..,Positive
"Bagus barangnya, cocok untuk latihan sticking ... ini untuk anak saya",Positive
"seller sombong, shok, ngirim lambatttt percuma pake same day, bangunnya siang kali",Negative
kirim celananya ga sesuai ukuran,Negative
"pengiriman cepat, packingan double. barang mantab. lgsg di coba n maknyus.. top dah",Positive
sukaaa bangett kakanya ramahh bgt dan responsif jugaaaa!!!! thank uuu,Positive
"Berfungsi dengan baik, packing aman",Positive
barang sudah sampai. barang bagus... Sesuai dengan deskripsi produk.,Positive
wanginya enak bangeettttt!,Positive
"tipis, bagian dalam kurang rapi, untuk harga segitu jadi mahal krn ga awet",Negative
percuma pakai box extended... kardus unitnya tetap aja penyot kecewa lah... kasih bobble warp kek...??????,Negative
"Barangnya ok, kemasannya tidak ada rusak. Joycon ungu (sebelah kanan) sempat tidak terdeteksi, namun setelah re insert joyconnya dua kali, akhirnya berfungsi. So no issue there! Harganya bersaing, sellernya fast response, terima kasih!",Positive
"barang sesuai, packing aman, pengiriman dan pengemasan cepat, blm dicoba, semoga cocok",Positive
kecewa berat sama pedagang.warna yg dibeli kosong dikirim tanpa konfirmasi.pdhl sy sudh minta d cancel.sudh dikirim baru bilang warna habis.pdhl harga lumayan mahal.dikirim warna senada 4pcs.emang sy mau buat seragaman.,Negative
Koper penyok. Dari awal sdh pengen nambah bubble/dus soalnya pengiriman luar jabodetabek. Smoga jd evaluasi seller.,Negative
Pelayanan cepat dan memuaskan,Positive
"Bahan kulitnya panas, kursi kurang empuk, standar aj.",Negative
"Jujur kecewa, 1. Pengiriman sangat terlambat. 2. Lampu LED kualitasnya sangat buruk, pakai kurang lebih 15 menit langsung mati, tak terpakai lagi. 3. Akrilik hitam seperti yang dijanjikan tidak ada. 4. Ada harga ada rupa.5. It's a Negative Negative deal afterall.",Negative
"Barang sampai tepat waktu,aman dan rapih.....mantap gan.... Dapet bonus lagi..the bast pokoknya.. Kalian wajib blanja di olshop ini boz.... Makasih barangnya",Positive
"Maaf br review skr, barang sesuai & lsg dipakai gk ada masalah....seller nya cepet ngerespon nya, yg pasti remote nya keren & recomended banget..tks",Positive
"produk nya bagus, sesuai deskripsi ????",Positive
Baru dipakai 1 malam. Langsung ngedrop.,Negative
"tidak sesuai dg yg saya mau, minta bam pengeras dikasih bam jagung???? tuh fotony kecewaaaaaaaaaa",Negative
"Bahannya adem,lembut,cocok dipakai dalam ruangan ber-AC dan bisa terhindar dari gigitan nyamuk. Jadi,rencana mau order warna lain lagi.",Positive
BAHAN CELANANYA SANGAT AMAT TIPIS DAN MENERAWANG GAK SESUAI GAMBAR. DI GAMBAR KAYAK KATUN TEBAL GITU TAPI ASLINYA YG DIKIRIM TIPIS DAN GAK BANGET YA. MAAF.,Negative
Suaranya mantap ??. Packaging aman ??. Barang Mudah Digunakan.,Positive
"barang bagus dan respon cepat, harga bersaing dengan yg lain.",Positive
knop kanan gabisa diputar,Negative
"barang cepat sampai, bolamnya awet dan terang banget, tokonya baik kurir baik, jangan ragu beli di toko ini....",Positive
"mantep banget,, bahan adem harga murah ,,langsung dipake anak saya.thanks seller",Positive
"Wanginya ga sesuai harapan, kaya bau ikan teri",Negative
Cetakan buku nya tdk bagus.,Negative
"Pengiriman cepet bgt, dapat bonus pouch, packing rapi dan sangat memuaskan, lanjutkan kak pelayanan baiknya kalo bisa tingkatkan. terima kasih.",Positive
"Bahan panas, tipis, gatal kalau dipakai lebih dari 1jam",Negative
Pesanan sdh diterima dlm keadaan baik dan cpt sampainya. Dpt bonus stik.Terima kasih seller dan kurir,Positive
WORST SERVICE!!!!!!,Negative
Barang berfungsi dengan baik. Packaging aman ??.,Positive
"gak rekomendasi untuk beli disini, ada masalah tapi seller ga jawab pesan. tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab, tapi sampai pesanan otomatis selesai belum juga ada balasan. buat pelajaran aja buat yang lain, beli barang kaya gacha, kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker",Negative
ternyata barangnya kw kirain beneran promo,Negative
Tidak sesuai dengan pesanan (tidak dilaminasi) namun sudah di refund hanya biasa laminasi.,Negative
"Bahannya adem, stretch, worth to buy utk harga segini, yg hitam lebih bagus dibanding yg putih",Positive
saya kira dapet lengkap kurang ternyata apa solusinya?,Negative
"Blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah",Negative
"maaf baru ulas, sibuk nyablon ???? barang sudah saya terima... pengiriman cepat, ga nyampe 24 jam... respon seller oke... kualitas josss... packing oke... langganan... recommended seller.... mohon maaf tidak menyertakan photo produk karena sudah dijahit dan dikirim, pokonya bagus, ini untuk pembelian kesekian sekian sekian sekian kali... terimakasih sehat selalu...",Positive
"Mengecewakan sih, pesan lebih dr 10 item, dikirim hanya 4, setelah komplain dikembalikan, hanya PHP saja. selain itu respon & pengiriman lama, pesan tgl 11, diterima tgl 16",Negative
produk tiruan cacad .gx bisa ricord .untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi. lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v8. casing boleh sama tp kualitas jauh sekali. dri pada buang buang duit . clip on aja bisa ricord suara ini suondcard gx bisa . product sangat gx jelas,Negative
"mudah copot di dasbord,lemnya kgk kuat",Negative
"Produk sesuai deskripsi.Packing rapi dan aman dengan dus dan bubble wrap. Pengiriman cepat. Pagi pesan, sore sampai.",Positive
"dapat kain microfiber, fungsi mau dicoba dulu, kalo buat sekarang ????? biar tokonya joss ??",Positive
"Produk sangat bagus utk lantai marmer, dan parket. Lantai lgsg bersih dan kinclong. Penggunaan juga hemat.",Positive
"Ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik. Produk ini kekurangannya adalah battery yg tidak bagus. Pengiriman pertama battery tidak dapat charging sy return, datang product pengganti sempat sy pakai 2 harian setelah itu battery keok dan gk mau charge. gk bisa dipakai lagi. entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir T4 tidka bagus",Negative
barang ternyata palsu,Negative
bahannya enak bagus dan nyaman,Positive
Tas nya nggk bagus bahan & sablonan nya.maklum lah murahan.,Negative
Proses pengiriman lama. Bahan tipis,Negative
"Terima Kasihh Boss, Mantappss.. Smoga Lancarr n Berkah Rezekinya..Smngttt Boss ??????",Positive
barang sudah diterima dan berfungsi dengan baik. terima kasih,Positive
sesuai dekripsi..harga terjangkau...produk oke..top 5?????,Positive
"baiknya sblm dikirimkan di cek dulu. karena ada part yang hilang jadi tidak bisa berfungsi. seller nawarin untuk tukar barang, tapi ongkir ke BALI sama aja kayak beli baru.",Negative
"Pesanan sesuai warnanya, cuman bahannya tipis banget ya. Kalau dipakai foto masih tembus bagian belakang. Tapi kualitas menyesuaikan harga sih. ????????????????????",Positive
"mantap?? barang bagus banget, seller ramah dan responsif",Positive
"Satu dr 2 humidifier diffuser yg sy beli, saat saya mulai pasang hari ini di kantor, setelah bbrp saat mengeluarkan bunyi yg luarbiasa brisik. Waduh sy shock dan kecewa bngt, while 1 produk lainnya (type sama) works well. Butuh kebesaran hati penjual utk menukar item yg tdk sesuai spec ini.",Negative
"Overall semua oke, seller respon dan pengiriman. Tapi utk talinya kurang kuat, baru beberapa x pake sudah putus. Next agar dibagusin lg ya. Thx",Positive
notrecomedet respon lambat pengiriman lambat penjual tidak ramah janji mau beri bonus,Negative
banyak masker yg jahitan/lemnya lepas,Negative
"barang bagus sesuai deskripsi, tinggal setting sesuai kertas petunjuk. pengiriman cuma sehari pdahal jkt-sby. kalo mati, bakal ke reset ulang. mantap",Positive
Keras sekali. Sampai tangan sakittt . Yg dijual paket bagus. yg dijual lepasnya beda bgt. nyesel beli banyak.,Negative
jepitan nya bagus2 canti anakku suka,Positive
"Barang sesuai pesanan, diantar sesuai waktu yg dijanjikan, recommended seller!",Positive
"barang sesuai deskripsi & berfungsi dgn baik,,,makasih jga untuk responnya yg sangat baik",Positive
Kaos kakinya sesuai dengan deskripsi.,Positive
"Kualitas Product Bagus. Material bagus. Recomended. terimakasih untuk Tokopedia dan miniso karena saya dapat tong sampah plastik nya gratis semoga berkah untuk saya dan untuk Tokopedia dan miniso . tong sampah nya sampai dalam keadaan utuh dan masih bagus serta nyaman digunakan dan mungil juga dan bahan nya lembut soft doft yaa, jadi kalau dimainkan anak tidak akan melukai apabila tidak rusak seperti pecah dan semoga awet menemaniku sampai hari yang akan datang .",Positive
Bagus semuaaaaanyaaaaaa????????????????????,Positive
"Proses pesanan cepat,Packaging aman ,Packaging rapi",Positive
"Empuk buat jalan. Bahannya berkualitas. Modelnya keren ??. bahannya ngga mengecewakan?? tapi ukuran nya kegedean padahal sudah saya ukur sebelum nya, tapi ngga masalah bisa buat jangka panjang ??",Positive
"Gila...pengiriman cepet banget..dr surabaya ke bogor,fast respont,barang ok,sesuai banget,packing rapi...recomended seller euy...??????????Ma kasih Gan..thanks toped",Positive
Kartu nya lengkap. packing baik. model terbaru. ready stock.,Positive
penjual sangat fast respon dan kualitas barang sangat bagus sesuai dengan spesifikasi tanpa ada cacat,Positive
cepatt nya ga ada ahlakkk fast respon barang besttt moga cocokkk,Positive
barangggggg okkkkk,Positive
seller lama sekali kirim. order minggu buat rabu pagi sampe selasa g dikirim. baru dikirim rabunya. kamis baru sampe udah kelar butuhnya. udah request cancel bahkan sebelum barang dikirim tapi seller g mau cancelin alasan gabisa cancel dari audit sistem.,Negative
"Alhamdulillah barang diterima dlm keadaan baik, cuma lecet dikit tpi gak ngaruh, dianter pakai mobil juga, Rekomended. warna sesuai. HArga terjangkau.",Positive
Beli di Official Store tgl 22 Feb 22 eh 23 Feb udh sampai di siang hari ???? Cepat banget ???? Thank you bangettttt cussons ???????? Dapet harga flass sale jd murah ??,Positive
produk sangat baik dan pengemasan rapi,Positive
"Salah kirim barang, yang dikirim item harga jauh lebih murah (Smart Breaker).Transaksi sudah terlanjur diselesaikan, karena sudah beli beberapa kali dan biasa tidak ada masalah.",Negative
barang di kirim tidak sesuai gambar yg di pesan.,Negative
Ujungnya bompel mungkin kebentur pas ekspedisi. Saran: packaging seharusnya yg lebih aman utk barang mudah pecah.,Negative
"barang ada yg gk sampe , ud complain juga , tetep aja , rugi belanja disini",Negative
ga sesuai expetasi.....barang2 nya ga kuat.ukuran kcl kaya mainan.,Negative
"Mantab, murah dan berkualitas",Positive
"Bahan Tipis, Kualitas Buruk",Negative
Respon cepat & barang sesuai! Sipppppppppp!,Positive
Ukuran sesuai. Modelnya keren ??. Potongannya rapi. Nyaman dipakai. Jahitannya rapi.,Positive
pesan warna coklat yg sampai warna abu abu .. lain kali tolong klo mau jualan lebih profesional lagi !,Negative
terimakasih,Positive
"Barangnya bagus bgt. Kokoh, sisirnya jg ga tajem, tombol kliknya juga praktis",Positive
"Kok setelah pakai efeknya tdk seperti sy pakai Flimty sebelumnya.,,gak tahu ini bukan asli atau kenapa.,,kalau bisa di jawab alasannya knp bisa begitu",Negative
Barang tidak diterima sampai sekarang. Order dari Bulan Mei. Skrg sudah Agustus.,Negative
produk sesuai dengan deskripsi. pengiriman cepat . seler ramah . barang ok. mantap tetimakasih admin,Positive
jelekkkk,Negative
Sedotannya Kuat. Harganya Murah. Mudah Dibersihkan. Kabel Listrik Panjang.,Positive
"pesan 50 yg datang 47, karung sbagian banyak yg bolong ga bisa buat beras lagi.",Negative
"baru pake 3 hari udh berulah, susah hidup, kadang hang, frezee blank saat lagi on komputer. minta di ganti gk di respon trs buat apa embel2 garansi lifetime? not recommended",Negative
EDny kurang sebulan pantes dijual 1rb,Negative
lampu nggak idup,Negative
"beli banyak macam barang, tapi produk ini tidak dikirimkan",Negative
"paking rapih banget sama berlapis2 ??. pengiriman cepat,barang pas 40pcs. mantulllllllllllll langganan ini mah. nanti malem takbiran pesen lagi ??.",Positive
"warnanya cantik,,,TPI syg kurang tajem,,kupas kulit bawang aja SMA potong tomat pisau yg kecilnya gk bsa",Negative
"celemeknya tebal dan warna sesuai pesanan. packingnya tebal berlapis-lapis, barang sampai tanpa rusak/basah. Di toko ini juga banyak variasi celemeknya, jadi bisa memilih sesuai kebutuhan. sukses selalu untuk seller.",Positive
"Barang original berkualitas, pengiriman cepat.",Positive
barang yg dikirim tidak ada dilist barang yg surah ditulis tapi dianggap ada. padahal yg bikinnlist penjual sendiri. dia yg menginkarin sendiri,Negative
"harga ok, pengiriman cepat, packing aman",Positive
mantaaappp bagus kereeennn??????????,Positive
ini pembelian ke 2 tidak mengecewakan... belum di unboxing...makasih banget bang next order lagi...,Positive
"packing aman, pengiriman cepat, barang sesuai foto dan deskripsi, highly recommended",Positive
Guntingnya ga ada d paket yg d kirimkan,Negative
barang bagus ..tapi sangat mengecewakan sekali pesan 2 rok hanya di kirim 1 yg 1 lg entah kemana .gk ada responnya lg .yg jelas tidak ada etika baik buat buat ngirim rok sy yg 1 lg ..main curang sy merasa di tipu .dan sy sangat sangat kecewa. saran sy barang bagus tolong imbangin dengan kejujuran biar berkah..salam jujur jngan main curang,Negative
Cuma nambah gatel aja kasian liat kucingku:�),Negative
barangnya rusak kak harus diservis dulu...,Negative
"busa gak rata motongnya, ada busa yg telurnya kempes",Negative
MANTEB BANGETTT??? lov it!,Positive
"Pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",Negative
Pengiriman lama. Padahal butuh urgent,Negative
"-1 bintang karena packing ga pake bubble wrap, walaupun sampai dengan selamat & tanpa ccd. Penjual fast respon & proses, barang sesuai dan terdeteksi sebagai xbox controller, colok langsung pakai tanpa perlu config",Positive
"kecewa, padahal udah batalkan pesanan karena ada masalah produk, tapi masih aja dikirim, entah gak mau ribet sama sekali atau admin cuma terima pesanan langsung kemas?? big no buat sekelas official store. Poin plusnya produk yg dikirim sesuai dengan yang dipesan",Negative
"Barang ga sampai sudah ke ekspedisi juga ga ada,,udh minta kasih ulasan saja,,smoga yg nerima tuh barang berkah,,besok besok ga lagi beli disini",Negative
"Kenapa dikirim yg robek begini .Apa ga dicek dulu sblm dikirimMurah sih emg, tp jgn barang rusak yg dikirim min",Negative
